,Zone,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSI_DATA,2,7825,21:21.3,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80638591,0,44,0,104,0,-11,3,-11,4,-11,4,-11,4,-11,4,-11,4,-10,4,-10,4,-10,4,-9,4,-10,5,-9,5,-9,5,-8,6,-8,5,-8,6,-7,6,-7,6,-7,7,-7,7,-7,7,-7,7,-6,7,-6,9,-6,9,-6,9,-6,10,-7,9,-7,10,-6,10,-7,9,-8,9,-8,9,-9,8,-8,8,-8,8,-8,8,-8,7,-8,6,-9,6,-8,5,-8,5,-8,4,-7,3,-7,3,-7,3,-7,2,-7,2,-6,2,-6,1,-6,0,-5,0
CSI_DATA,2,7826,21:21.3,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80647836,0,44,0,104,0,8,5,8,5,9,4,9,5,8,4,8,4,9,4,8,4,8,4,8,3,9,3,9,2,9,2,8,1,8,2,9,1,9,0,8,0,9,-1,8,-1,9,-1,9,-1,9,-1,9,-2,9,-2,10,-2,10,-2,10,-3,11,-3,11,-3,10,-2,11,-2,11,-2,10,-1,10,-1,10,0,10,0,9,0,9,0,8,0,8,1,9,2,8,1,7,2,6,2,6,2,5,3,5,2,5,2,4,2,4,3,3,3
CSI_DATA,2,7827,21:21.3,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80668484,0,44,0,104,0,7,8,7,8,8,7,8,7,7,7,7,7,8,6,7,6,7,6,8,5,8,6,8,5,8,4,8,4,8,4,8,3,9,3,8,2,9,2,8,2,8,2,9,2,9,1,10,1,10,1,11,1,11,1,11,1,11,1,11,1,11,2,11,2,11,2,10,2,11,3,10,3,10,3,9,4,9,4,8,4,7,4,8,5,7,4,6,4,5,4,5,4,5,5,4,4,4,4,3,4,3,4,2,4
CSI_DATA,2,7828,21:21.3,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80668616,0,44,0,104,0,-11,-5,-11,-4,-11,-4,-12,-5,-11,-4,-11,-4,-11,-4,-10,-3,-11,-4,-11,-3,-11,-3,-11,-2,-11,-2,-11,-2,-10,-1,-11,-1,-11,0,-10,0,-10,0,-10,1,-10,1,-10,1,-10,1,-11,3,-11,2,-12,3,-12,3,-13,3,-12,3,-12,3,-12,2,-13,2,-13,2,-12,1,-12,1,-12,0,-12,-1,-12,-1,-11,-1,-11,-1,-10,-2,-10,-2,-10,-2,-9,-3,-8,-3,-8,-3,-7,-3,-7,-3,-7,-3,-6,-4,-5,-4,-5,-4
CSI_DATA,2,7829,21:21.3,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80678052,0,44,0,104,0,4,-11,3,-11,3,-12,4,-12,3,-11,3,-11,2,-11,2,-11,2,-11,2,-10,1,-11,1,-11,1,-11,0,-11,0,-10,-1,-11,-1,-11,-1,-11,-2,-10,-2,-10,-1,-10,-2,-11,-2,-10,-3,-11,-3,-11,-3,-12,-4,-12,-3,-13,-4,-13,-4,-12,-2,-12,-2,-13,-2,-13,-1,-12,-2,-12,-1,-12,0,-12,1,-12,1,-11,1,-11,2,-10,2,-10,2,-10,1,-9,2,-8,2,-7,2,-7,3,-7,3,-6,3,-5,3,-5,3,-5
CSI_DATA,2,7830,21:21.3,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80687980,0,44,0,104,0,-11,-6,-11,-5,-12,-5,-11,-6,-11,-5,-10,-5,-11,-5,-10,-5,-10,-4,-11,-3,-11,-4,-11,-3,-11,-3,-11,-2,-10,-2,-11,-2,-10,-1,-10,-1,-10,0,-11,0,-10,0,-11,0,-10,0,-12,2,-12,1,-12,2,-12,2,-12,2,-13,2,-13,2,-13,1,-13,1,-12,0,-12,0,-12,1,-12,-1,-12,-1,-12,-1,-11,-1,-11,-2,-10,-2,-10,-3,-10,-2,-9,-3,-8,-3,-7,-3,-7,-4,-7,-3,-6,-3,-6,-3,-5,-4,-5,-4
CSI_DATA,2,7831,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80697586,0,44,0,104,0,-7,9,-7,9,-7,9,-8,9,-6,9,-6,9,-6,9,-6,8,-6,8,-5,8,-5,9,-4,9,-5,9,-4,9,-4,9,-3,9,-3,9,-2,8,-2,9,-3,9,-3,9,-2,9,-1,9,-1,10,-1,10,-1,10,-1,10,-1,11,-1,12,0,11,-2,11,-2,11,-2,11,-3,11,-3,11,-3,10,-3,11,-4,10,-3,10,-4,9,-4,8,-4,8,-5,7,-4,7,-4,6,-4,5,-4,5,-5,4,-5,4,-5,4,-4,4,-5,3
CSI_DATA,2,7832,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80707054,0,44,0,104,0,-4,-12,-5,-12,-5,-11,-5,-13,-4,-11,-4,-12,-5,-11,-5,-10,-5,-10,-5,-10,-6,-10,-6,-10,-6,-10,-6,-9,-6,-9,-7,-9,-7,-8,-7,-8,-8,-8,-8,-8,-7,-7,-8,-7,-8,-7,-9,-7,-10,-7,-10,-7,-10,-7,-10,-7,-11,-8,-10,-7,-10,-8,-9,-8,-10,-8,-9,-8,-9,-8,-8,-9,-9,-9,-7,-8,-7,-9,-6,-9,-6,-9,-6,-9,-5,-8,-5,-8,-4,-8,-4,-7,-3,-7,-3,-7,-2,-6,-2,-6,-2,-6,-1,-6
CSI_DATA,2,7833,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80717043,0,44,0,104,0,-7,-10,-7,-11,-8,-10,-8,-10,-8,-10,-7,-10,-7,-9,-7,-9,-7,-9,-8,-9,-8,-9,-9,-8,-8,-8,-9,-7,-8,-7,-9,-7,-9,-6,-9,-6,-9,-5,-9,-6,-9,-5,-9,-5,-9,-5,-11,-4,-11,-4,-11,-4,-12,-5,-12,-5,-12,-5,-12,-4,-11,-5,-11,-6,-11,-6,-10,-6,-10,-6,-10,-7,-10,-7,-9,-7,-9,-7,-8,-7,-8,-7,-8,-7,-7,-7,-7,-7,-6,-7,-5,-7,-5,-7,-4,-6,-4,-6,-3,-6,-3,-6,-2,-5
CSI_DATA,2,7834,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80727075,0,44,0,104,0,1,-13,1,-13,0,-13,1,-12,1,-12,1,-12,0,-12,0,-11,0,-11,-1,-11,-1,-12,-2,-12,-1,-11,-2,-11,-1,-10,-3,-11,-3,-11,-3,-10,-3,-10,-4,-11,-3,-10,-4,-10,-4,-10,-5,-10,-5,-11,-6,-11,-6,-11,-6,-12,-6,-12,-6,-12,-5,-12,-5,-12,-4,-12,-4,-12,-5,-12,-4,-12,-3,-12,-3,-12,-2,-11,-2,-11,-2,-11,-1,-11,-1,-10,-1,-9,0,-9,0,-8,1,-8,1,-7,1,-7,2,-6,2,-6,1,-5
CSI_DATA,2,7835,21:21.4,11,move,1a:00:00:00:00:00,-41,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80738939,0,44,0,104,0,-11,-5,-11,-5,-11,-4,-11,-4,-12,-4,-10,-4,-10,-4,-10,-4,-10,-3,-11,-3,-11,-3,-11,-2,-10,-2,-10,-2,-10,-2,-11,-1,-10,-1,-10,0,-9,0,-10,0,-10,0,-10,1,-10,1,-11,2,-10,2,-10,2,-11,2,-12,2,-12,2,-12,2,-12,1,-12,1,-12,1,-12,1,-12,0,-12,0,-12,-1,-11,-1,-11,-1,-10,-1,-10,-3,-10,-2,-10,-2,-8,-3,-8,-3,-7,-3,-7,-4,-7,-4,-6,-4,-6,-3,-5,-4,-4,-4
CSI_DATA,2,7836,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80749214,0,44,0,104,0,-11,5,-10,5,-10,5,-11,5,-10,5,-9,5,-9,5,-9,5,-9,6,-9,6,-9,6,-8,6,-8,6,-8,7,-7,6,-7,7,-6,7,-6,7,-6,7,-5,7,-5,7,-5,8,-5,8,-5,9,-5,10,-5,9,-4,10,-5,10,-5,11,-4,10,-6,10,-6,10,-6,10,-6,9,-6,10,-6,9,-7,9,-7,8,-8,8,-7,7,-7,6,-8,6,-7,6,-7,5,-7,4,-6,4,-7,3,-7,3,-7,3,-6,2,-6,2,-6,1
CSI_DATA,2,7837,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80757058,0,44,0,104,0,-1,-12,-1,-12,-2,-11,-2,-12,-2,-11,-2,-11,-2,-11,-2,-10,-3,-10,-3,-10,-3,-11,-4,-10,-3,-10,-4,-9,-4,-9,-5,-9,-5,-9,-5,-8,-6,-8,-5,-8,-5,-8,-6,-8,-6,-8,-7,-8,-7,-8,-8,-9,-8,-9,-8,-9,-8,-9,-9,-9,-8,-9,-8,-10,-7,-10,-7,-10,-7,-10,-6,-10,-6,-11,-5,-10,-4,-10,-4,-10,-4,-10,-3,-10,-3,-9,-2,-9,-2,-8,-2,-8,-1,-8,-1,-7,0,-7,0,-7,1,-6,1,-6
CSI_DATA,2,7838,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80767079,0,44,0,104,0,1,-12,1,-12,1,-12,1,-12,1,-12,1,-12,0,-12,0,-11,-1,-11,-1,-11,-1,-12,-2,-11,-2,-11,-2,-11,-2,-10,-3,-11,-4,-10,-4,-10,-4,-10,-5,-9,-5,-10,-5,-10,-5,-9,-6,-10,-7,-10,-7,-10,-7,-10,-7,-11,-8,-11,-8,-11,-7,-11,-6,-12,-6,-12,-5,-12,-6,-12,-5,-12,-5,-12,-4,-12,-3,-12,-2,-11,-2,-11,-2,-11,-1,-10,-1,-10,-1,-9,-1,-8,0,-8,1,-8,1,-7,1,-7,1,-7,1,-6
CSI_DATA,2,7839,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80777048,0,44,0,104,0,-5,-11,-5,-10,-6,-10,-6,-10,-6,-10,-5,-10,-6,-9,-6,-9,-6,-9,-7,-8,-7,-9,-7,-8,-7,-7,-8,-7,-7,-7,-8,-6,-8,-6,-8,-6,-8,-5,-9,-5,-9,-5,-9,-5,-9,-5,-10,-4,-10,-4,-11,-4,-11,-4,-12,-4,-12,-4,-12,-4,-11,-5,-11,-5,-11,-5,-10,-6,-11,-6,-11,-6,-11,-7,-9,-6,-9,-6,-8,-7,-8,-7,-8,-7,-7,-7,-7,-7,-6,-7,-5,-6,-5,-6,-4,-6,-3,-6,-3,-6,-3,-6,-2,-5
CSI_DATA,2,7840,21:21.4,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80787063,0,44,0,104,0,-2,-12,-3,-12,-4,-11,-3,-12,-3,-11,-3,-12,-3,-12,-3,-11,-4,-11,-4,-10,-4,-11,-5,-10,-5,-9,-5,-9,-5,-9,-6,-9,-6,-9,-6,-8,-7,-8,-7,-8,-7,-8,-7,-8,-7,-8,-9,-8,-9,-8,-9,-8,-10,-8,-10,-8,-10,-9,-10,-8,-10,-9,-9,-9,-9,-9,-8,-9,-9,-10,-8,-9,-8,-10,-6,-10,-6,-9,-5,-10,-4,-9,-5,-10,-4,-8,-4,-9,-3,-9,-3,-8,-2,-8,-1,-7,-1,-7,-1,-6,0,-6,0,-6
CSI_DATA,2,7841,21:21.5,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80797069,0,44,0,104,0,-3,-12,-3,-12,-4,-11,-3,-12,-4,-11,-3,-11,-3,-11,-3,-10,-4,-10,-4,-10,-4,-10,-5,-10,-5,-9,-5,-9,-5,-9,-6,-9,-6,-8,-6,-8,-6,-8,-7,-8,-6,-8,-7,-7,-7,-7,-8,-7,-8,-7,-9,-8,-9,-8,-9,-8,-9,-8,-9,-8,-8,-8,-8,-9,-8,-9,-7,-9,-8,-9,-6,-9,-7,-10,-5,-9,-5,-9,-4,-9,-4,-9,-4,-9,-3,-8,-3,-8,-2,-8,-2,-7,-1,-7,-1,-7,0,-6,0,-6,0,-6,0,-5
CSI_DATA,2,7842,21:21.5,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80807066,0,44,0,104,0,-3,-12,-3,-12,-5,-12,-4,-12,-4,-11,-4,-11,-4,-11,-4,-10,-4,-10,-5,-10,-5,-10,-5,-10,-6,-10,-6,-9,-6,-8,-7,-9,-6,-8,-7,-8,-7,-7,-7,-8,-7,-7,-7,-7,-8,-7,-9,-7,-8,-7,-9,-7,-9,-7,-10,-7,-10,-8,-10,-7,-9,-8,-9,-8,-9,-8,-8,-8,-8,-8,-7,-9,-7,-9,-6,-9,-5,-9,-5,-8,-4,-9,-5,-9,-4,-8,-3,-8,-3,-8,-3,-7,-2,-7,-2,-6,-1,-6,-1,-6,-1,-6,0,-5
CSI_DATA,2,7843,21:21.5,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80817080,0,44,0,104,0,0,-12,-1,-12,-2,-11,-1,-12,-1,-11,-1,-11,-1,-11,-1,-10,-2,-10,-2,-10,-2,-10,-3,-10,-3,-10,-3,-9,-3,-9,-4,-9,-4,-9,-4,-8,-5,-8,-4,-8,-4,-8,-5,-8,-5,-8,-6,-8,-6,-9,-6,-8,-7,-9,-6,-9,-7,-10,-7,-9,-6,-9,-6,-9,-6,-10,-5,-9,-5,-10,-4,-10,-4,-10,-3,-9,-3,-9,-2,-9,-2,-9,-2,-9,-2,-8,-2,-8,-1,-7,0,-7,0,-7,0,-6,0,-6,1,-5,1,-5,1,-5
CSI_DATA,2,7844,21:21.5,11,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80830176,0,44,0,104,0,-5,9,-5,9,-4,9,-5,9,-5,9,-4,9,-4,9,-4,9,-3,9,-3,9,-3,9,-3,9,-2,9,-2,8,-2,8,-1,9,-1,9,-1,8,0,8,0,8,0,8,0,9,0,8,1,9,1,9,1,9,2,10,1,10,1,10,2,10,0,10,0,10,0,10,-1,10,0,10,-1,9,-1,10,-2,9,-2,8,-3,8,-3,8,-3,8,-3,7,-3,7,-3,5,-3,5,-3,5,-3,4,-4,4,-4,4,-4,3,-3,3
CSI_DATA,2,7845,21:21.5,11,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80838412,0,44,0,104,0,6,-9,5,-9,5,-9,5,-9,5,-9,5,-8,4,-9,4,-8,4,-9,3,-9,3,-9,3,-9,2,-9,2,-9,2,-8,2,-10,1,-9,1,-9,0,-9,1,-9,1,-9,0,-9,0,-9,-1,-10,-1,-10,-1,-10,-1,-10,-1,-11,-1,-11,-2,-11,0,-10,0,-11,0,-11,1,-10,0,-10,1,-10,1,-10,2,-9,2,-9,2,-8,2,-8,2,-8,3,-8,3,-7,2,-7,2,-6,3,-6,3,-5,3,-5,3,-4,3,-4,2,-4
CSI_DATA,2,7846,21:21.5,11,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80847048,0,44,0,104,0,-9,-6,-10,-5,-9,-4,-10,-6,-9,-5,-9,-5,-9,-4,-9,-4,-9,-4,-9,-3,-9,-3,-10,-2,-10,-2,-9,-2,-9,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,0,-9,0,-10,0,-9,0,-10,2,-10,1,-11,1,-11,2,-11,2,-12,2,-11,2,-11,1,-11,1,-11,1,-11,0,-11,0,-10,-1,-11,-1,-10,-1,-10,-1,-10,-1,-9,-3,-10,-3,-8,-2,-8,-2,-7,-3,-7,-3,-7,-3,-6,-3,-6,-3,-6,-3,-5,-3,-4,-3
CSI_DATA,2,7847,21:21.5,11,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80860034,0,44,0,104,0,3,-9,3,-9,3,-9,3,-10,3,-9,2,-9,2,-9,2,-9,1,-9,1,-9,2,-9,0,-9,1,-10,0,-9,0,-9,-1,-10,-1,-9,-1,-9,-1,-9,-2,-9,-2,-9,-2,-9,-2,-9,-3,-10,-3,-10,-3,-10,-4,-10,-3,-12,-3,-11,-4,-11,-3,-11,-3,-11,-2,-11,-2,-11,-3,-11,-1,-11,-1,-11,0,-11,0,-10,0,-10,1,-10,0,-10,1,-9,0,-8,1,-8,1,-8,1,-7,2,-7,2,-6,2,-6,2,-5,2,-5
CSI_DATA,2,7848,21:21.5,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80870127,0,44,0,104,0,9,2,8,1,9,1,9,1,9,1,8,1,9,0,8,1,9,0,8,0,9,-1,9,-1,8,-2,8,-2,8,-1,9,-3,8,-3,8,-3,7,-3,8,-3,8,-3,8,-4,8,-4,8,-6,8,-6,9,-6,8,-6,9,-6,9,-7,10,-7,9,-6,10,-6,10,-5,10,-5,10,-5,10,-4,10,-4,10,-4,9,-3,9,-3,9,-2,9,-2,9,-3,8,-1,7,-1,7,0,7,0,6,0,6,0,6,0,5,1,5,1
CSI_DATA,2,7849,21:21.5,11,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80878774,0,44,0,104,0,3,-9,3,-10,2,-9,3,-10,3,-9,2,-10,2,-10,2,-9,1,-9,1,-9,1,-10,0,-10,0,-10,0,-10,0,-9,-1,-10,-1,-10,-1,-9,-2,-10,-2,-10,-2,-9,-3,-9,-3,-9,-4,-10,-4,-11,-4,-10,-5,-10,-5,-12,-5,-12,-5,-11,-5,-12,-4,-12,-4,-12,-3,-12,-4,-11,-3,-11,-3,-12,-2,-11,-2,-11,-1,-10,-1,-10,-1,-10,-1,-9,-1,-9,0,-8,0,-8,0,-8,1,-7,1,-7,1,-6,1,-6,1,-6
CSI_DATA,2,7850,21:21.5,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80887668,0,44,0,104,0,-6,9,-5,9,-4,9,-5,9,-5,9,-5,9,-4,9,-4,9,-4,9,-3,9,-3,9,-2,9,-3,9,-2,9,-2,9,-1,9,0,9,0,9,0,9,0,9,0,9,1,9,1,9,2,10,1,10,2,10,3,10,3,11,2,12,3,11,2,11,1,12,1,12,1,11,1,11,0,11,0,11,-1,10,-1,10,-1,10,-1,9,-1,9,-2,9,-2,8,-2,7,-2,7,-2,6,-3,6,-3,6,-3,5,-3,4,-3,4
CSI_DATA,2,7851,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80897267,0,44,0,104,0,11,3,11,2,11,2,11,3,11,3,11,3,10,2,10,2,10,2,10,0,10,1,10,0,10,0,10,-1,10,0,10,-1,10,-2,9,-1,9,-3,9,-2,9,-3,10,-3,9,-3,10,-5,10,-5,10,-5,11,-4,12,-5,12,-5,11,-5,11,-4,11,-3,11,-3,11,-3,11,-2,11,-2,11,-2,11,-2,10,-2,10,-1,9,0,10,0,8,0,8,0,7,1,7,1,7,2,6,1,6,1,6,1,5,2,4,2
CSI_DATA,2,7852,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80907038,0,44,0,104,0,-4,12,-4,11,-3,11,-3,11,-3,11,-4,10,-3,10,-2,10,-2,10,-2,10,-2,10,-1,10,-1,10,-1,10,-1,10,0,10,0,10,1,9,1,9,1,10,1,9,2,10,2,9,3,10,3,10,3,10,4,10,3,11,3,11,4,11,3,11,2,12,2,11,2,11,2,11,1,11,0,11,0,11,0,10,-1,10,-1,9,-1,9,-1,8,-1,8,-1,7,-2,6,-2,7,-3,6,-3,5,-3,5,-3,5,-3,4
CSI_DATA,2,7853,21:21.6,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80917045,0,44,0,104,0,-4,12,-4,12,-4,13,-4,12,-4,12,-4,11,-3,12,-4,11,-3,11,-2,11,-2,11,-2,11,-2,11,-1,11,-1,10,0,11,1,11,1,10,1,10,1,10,1,10,2,10,2,10,3,11,3,11,3,11,4,11,4,12,4,12,4,11,3,11,2,12,3,12,2,12,2,12,2,12,1,12,0,11,0,11,-1,10,-1,10,-1,9,-1,10,-1,8,-1,8,-1,7,-2,7,-2,7,-3,6,-3,6,-3,5,-3,4
CSI_DATA,2,7854,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80927045,0,44,0,104,0,-1,11,-1,11,0,11,-1,11,-1,11,-1,11,-1,11,-1,10,-1,10,0,9,0,10,1,10,1,10,2,10,1,10,2,10,2,10,2,8,3,9,2,9,2,9,4,9,4,8,5,9,4,9,5,10,5,10,5,10,5,11,5,9,4,10,4,10,3,10,3,10,4,10,3,10,3,11,2,10,1,9,1,10,1,9,1,9,0,8,0,8,-1,8,-1,7,-1,7,-2,6,-2,6,-2,5,-2,5,-2,5
CSI_DATA,2,7855,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80938478,0,44,0,104,0,-7,-10,-7,-10,-8,-10,-8,-10,-8,-10,-7,-9,-7,-9,-7,-9,-8,-9,-8,-8,-8,-9,-9,-8,-9,-8,-9,-8,-9,-7,-9,-7,-9,-6,-9,-6,-9,-6,-10,-5,-9,-5,-11,-5,-10,-5,-11,-5,-11,-5,-12,-5,-12,-5,-12,-5,-13,-5,-12,-4,-11,-5,-12,-6,-12,-6,-12,-6,-12,-6,-11,-6,-11,-7,-10,-7,-10,-6,-9,-7,-9,-8,-8,-8,-8,-7,-8,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-6,-4,-6,-3,-7,-3,-6
CSI_DATA,2,7856,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80947914,0,44,0,104,0,7,-10,7,-10,6,-10,7,-11,7,-10,7,-10,6,-10,6,-10,6,-10,5,-10,5,-10,4,-11,4,-10,3,-11,3,-10,3,-11,3,-12,2,-11,2,-11,2,-11,2,-11,1,-11,1,-12,0,-12,0,-12,0,-12,0,-13,0,-13,1,-15,0,-13,1,-13,2,-14,2,-13,2,-13,2,-13,2,-12,2,-13,3,-12,3,-12,4,-11,4,-10,4,-11,4,-10,4,-9,4,-8,4,-7,5,-7,5,-7,5,-6,5,-6,5,-5,4,-4
CSI_DATA,2,7857,21:21.6,11,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80957286,0,44,0,104,0,7,-10,7,-10,6,-10,7,-10,6,-10,6,-10,6,-10,5,-10,6,-10,5,-10,4,-11,4,-11,4,-11,3,-10,3,-10,3,-11,2,-11,2,-10,2,-11,1,-11,2,-11,1,-11,1,-11,0,-12,0,-12,0,-13,0,-13,0,-13,0,-13,-1,-13,1,-13,1,-14,1,-13,2,-13,2,-12,2,-12,2,-13,3,-12,3,-11,3,-11,4,-10,4,-10,4,-9,3,-9,4,-8,4,-8,4,-7,4,-7,5,-6,5,-6,4,-5,4,-5
CSI_DATA,2,7858,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80967053,0,44,0,104,0,9,7,10,6,10,6,10,6,10,6,9,6,9,5,9,5,9,5,10,4,10,4,10,3,10,3,9,2,9,3,10,2,10,1,9,1,9,1,10,0,10,1,10,0,10,0,10,-1,11,-1,11,0,11,-1,12,-2,12,-1,12,-1,11,0,12,0,11,0,11,0,11,0,11,1,11,1,10,2,10,2,10,2,9,3,9,3,9,3,8,3,7,3,7,3,6,4,6,3,5,4,5,4,4,4,3,4
CSI_DATA,2,7859,21:21.6,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80981431,0,44,0,104,0,-10,-8,-10,-8,-10,-8,-10,-8,-10,-7,-9,-7,-9,-7,-9,-6,-9,-7,-10,-6,-10,-5,-10,-5,-10,-5,-10,-4,-9,-4,-10,-3,-10,-3,-10,-3,-10,-2,-10,-2,-10,-2,-10,-1,-10,-2,-11,0,-11,0,-11,0,-12,0,-12,0,-12,0,-12,0,-12,-1,-12,-1,-12,-1,-11,-1,-12,-2,-11,-2,-12,-2,-11,-3,-10,-3,-10,-3,-10,-4,-10,-4,-9,-4,-8,-4,-7,-4,-7,-4,-6,-4,-6,-4,-5,-4,-5,-4,-4,-5,-3,-4
CSI_DATA,2,7860,21:21.7,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80987053,0,44,0,104,0,12,2,11,2,12,2,12,2,11,2,10,2,11,1,10,1,10,1,10,0,10,0,10,-1,10,-1,10,-2,9,-1,9,-2,9,-3,8,-2,8,-3,9,-3,9,-3,9,-4,8,-4,9,-6,9,-5,9,-6,9,-6,9,-6,10,-6,9,-6,9,-5,10,-5,10,-5,9,-4,9,-4,10,-4,10,-3,9,-3,9,-3,9,-2,8,-1,9,-1,8,-2,7,-1,7,0,6,0,6,1,6,1,5,1,5,1,4,1,4,2
CSI_DATA,2,7861,21:21.7,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,80997055,0,44,0,104,0,11,1,11,1,11,0,11,0,10,0,10,0,10,0,9,0,10,-1,9,-1,10,-1,9,-2,9,-1,9,-2,9,-2,9,-3,9,-4,8,-3,8,-4,8,-4,8,-4,8,-5,7,-4,8,-6,8,-6,8,-5,8,-6,8,-6,9,-7,8,-6,9,-5,9,-6,9,-6,9,-5,9,-4,9,-4,9,-3,9,-3,9,-3,8,-3,8,-2,8,-2,7,-2,7,-1,6,0,6,0,5,0,5,0,5,1,5,0,4,1,3,1
CSI_DATA,2,7862,21:21.7,11,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-96,0,11,2,81007036,0,44,0,104,0,9,-7,9,-7,8,-8,9,-8,8,-7,8,-7,8,-8,8,-7,7,-7,7,-7,7,-7,6,-8,7,-7,6,-8,5,-7,5,-9,4,-8,4,-8,4,-8,4,-9,4,-9,3,-9,3,-9,3,-10,3,-10,3,-10,3,-11,3,-11,4,-11,3,-11,4,-11,4,-11,4,-11,4,-10,4,-10,5,-9,6,-9,6,-9,6,-8,6,-7,5,-7,5,-7,6,-6,5,-6,5,-5,4,-5,5,-4,5,-4,5,-3,5,-3,4,-2,3,-2
