,Zone,seq,timestamp,taget_seq,taget,mac,rssi,rate,sig_mode,mcs,cwb,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel_primary,channel_secondary,local_timestamp,ant,sig_len,rx_state,len,first_word_invalid,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSI_DATA,1,7613,18:25.6,8,move,1a:00:00:00:00:00,-46,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79350053,0,44,0,104,0,-5,7,-4,8,-4,8,-4,8,-4,8,-4,8,-4,7,-3,7,-3,7,-2,7,-2,7,-1,7,-1,7,0,6,0,7,1,7,1,6,2,6,2,7,3,6,3,6,4,7,4,7,5,7,6,7,7,7,6,8,7,9,7,9,8,8,7,9,7,10,6,10,7,10,7,10,6,10,6,11,5,11,5,10,4,11,4,10,4,10,4,10,3,9,2,9,2,9,2,9,1,9,0,8,0,9,-1,8,-1,7
CSI_DATA,1,7614,18:25.6,8,move,1a:00:00:00:00:00,-46,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79359984,0,44,0,104,0,-9,1,-9,0,-9,1,-10,1,-9,1,-9,1,-9,1,-8,1,-8,2,-8,2,-8,2,-8,3,-7,3,-7,4,-7,4,-6,5,-5,4,-5,4,-5,5,-5,6,-4,6,-4,7,-3,7,-3,9,-3,9,-3,9,-3,10,-3,11,-3,11,-2,11,-4,11,-4,12,-4,11,-5,11,-4,11,-5,11,-5,12,-5,11,-5,11,-7,10,-6,10,-6,10,-6,10,-6,8,-6,7,-6,7,-7,7,-7,7,-7,6,-7,6,-7,5,-7,4
CSI_DATA,1,7615,18:25.6,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79373923,0,44,0,104,0,3,8,3,7,4,7,4,8,3,8,3,7,4,7,3,6,4,7,4,6,4,6,4,6,5,5,5,5,5,4,6,4,6,4,6,3,6,2,6,2,7,2,7,1,7,2,9,0,9,1,9,1,10,0,10,0,11,0,11,0,11,0,11,1,11,0,11,1,11,1,11,2,11,2,10,2,10,2,9,3,9,3,10,3,9,3,9,4,8,4,7,3,8,4,7,4,6,4,6,5,5,5,4,5
CSI_DATA,1,7616,18:25.6,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79380499,0,44,0,104,0,2,-9,2,-9,1,-10,2,-10,1,-9,2,-9,1,-9,1,-9,1,-9,0,-9,0,-9,-1,-9,0,-8,-1,-8,-1,-8,-3,-8,-3,-8,-3,-7,-4,-7,-4,-7,-4,-8,-5,-7,-5,-7,-6,-7,-6,-7,-7,-8,-8,-8,-8,-9,-8,-9,-8,-8,-7,-9,-7,-10,-7,-10,-7,-10,-7,-9,-7,-10,-7,-11,-6,-10,-5,-10,-5,-10,-5,-10,-5,-10,-4,-10,-4,-9,-3,-9,-3,-8,-2,-9,-1,-9,-1,-8,-1,-8,0,-8,0,-7
CSI_DATA,1,7617,18:25.6,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79389969,0,44,0,104,0,-10,1,-10,1,-10,2,-10,1,-9,2,-9,1,-9,2,-9,2,-8,2,-8,2,-8,3,-8,3,-8,3,-7,4,-7,4,-7,4,-6,5,-6,5,-5,5,-6,5,-6,6,-5,6,-5,6,-5,8,-5,8,-5,8,-5,9,-6,9,-6,9,-5,9,-6,9,-7,9,-7,9,-7,9,-6,9,-7,8,-7,8,-8,8,-8,7,-8,7,-8,6,-8,6,-8,6,-7,5,-7,4,-7,4,-7,3,-8,3,-8,3,-7,2,-7,1,-7,1
CSI_DATA,1,7618,18:25.6,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79400489,0,44,0,104,0,-9,4,-9,5,-8,5,-9,5,-9,5,-8,5,-8,5,-8,5,-7,5,-7,5,-7,6,-6,6,-6,6,-5,6,-5,6,-5,7,-5,7,-4,6,-4,7,-4,7,-4,7,-3,8,-3,8,-2,9,-2,9,-2,10,-2,10,-3,10,-3,11,-2,11,-4,10,-4,11,-4,10,-4,10,-4,10,-4,10,-4,10,-5,9,-5,9,-5,9,-5,8,-6,9,-6,8,-5,7,-5,7,-5,6,-6,6,-6,5,-6,5,-6,4,-6,4,-6,3
CSI_DATA,1,7619,18:25.7,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79412700,0,44,0,104,0,-6,-7,-6,-7,-7,-7,-7,-7,-7,-7,-6,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-8,-4,-8,-4,-8,-3,-8,-3,-9,-2,-8,-2,-9,-2,-9,-1,-9,-1,-9,-1,-9,0,-9,-1,-10,1,-11,1,-11,0,-11,1,-12,1,-12,1,-12,1,-12,1,-12,0,-12,0,-12,0,-12,0,-12,-1,-12,-2,-12,-2,-11,-1,-10,-2,-10,-2,-11,-2,-10,-2,-10,-2,-9,-3,-8,-3,-8,-3,-8,-3,-7,-4,-7,-4,-6,-5,-6,-5
CSI_DATA,1,7620,18:25.7,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79419963,0,44,0,104,0,-7,5,-7,5,-7,5,-7,6,-7,5,-7,6,-7,5,-6,5,-6,6,-5,5,-6,6,-5,6,-5,7,-4,7,-4,6,-3,7,-3,8,-2,7,-2,8,-2,7,-2,8,-1,9,-1,8,0,9,-1,10,0,10,0,11,-1,11,0,12,0,11,-1,11,-2,12,-2,12,-3,11,-2,11,-2,11,-3,11,-3,11,-4,10,-4,10,-4,9,-4,10,-4,9,-4,8,-4,7,-4,7,-5,6,-5,6,-5,6,-5,6,-5,5,-5,4
CSI_DATA,1,7621,18:25.7,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79429956,0,44,0,104,0,-3,-8,-3,-8,-4,-8,-4,-7,-4,-8,-4,-7,-4,-7,-4,-7,-5,-7,-5,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,-7,-5,-8,-3,-8,-3,-8,-3,-9,-3,-8,-3,-9,-2,-10,-2,-11,-1,-11,-2,-11,-2,-12,-2,-13,-2,-13,-2,-13,-2,-12,-3,-13,-3,-13,-3,-12,-4,-13,-4,-12,-5,-12,-5,-11,-4,-11,-5,-10,-4,-10,-5,-10,-5,-10,-5,-9,-5,-9,-5,-8,-5,-7,-6,-7,-5,-7,-5,-6,-5,-6,-6,-5,-6
CSI_DATA,1,7622,18:25.7,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79461637,0,44,0,104,0,5,2,6,2,6,1,6,1,6,1,6,0,6,0,5,0,6,-1,5,-1,6,-1,6,-2,6,-3,5,-3,5,-3,5,-4,5,-4,4,-4,5,-5,5,-6,5,-7,4,-7,4,-7,5,-9,5,-9,4,-10,4,-10,5,-11,5,-12,5,-11,6,-11,6,-12,6,-11,6,-11,6,-10,6,-10,7,-11,7,-10,7,-10,7,-9,7,-8,7,-8,7,-8,7,-7,6,-6,6,-6,7,-6,7,-5,6,-5,7,-5,6,-4,6,-3
CSI_DATA,1,7623,18:25.7,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79461751,0,44,0,104,0,-6,3,-6,3,-5,3,-6,4,-5,4,-5,4,-5,4,-4,4,-4,5,-4,5,-3,5,-3,6,-3,6,-2,6,-3,5,-1,6,-1,6,0,6,0,6,0,7,1,8,1,7,2,7,2,8,3,9,4,9,3,10,3,11,4,11,4,11,3,11,3,12,2,12,2,12,3,12,2,12,2,12,0,12,0,11,0,11,0,10,0,11,0,10,0,10,-1,9,-1,8,-2,9,-2,8,-3,8,-2,7,-3,7,-3,6
CSI_DATA,1,7624,18:25.7,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79461892,0,44,0,104,0,3,-6,2,-6,2,-6,2,-7,2,-6,2,-6,1,-7,1,-7,0,-7,0,-7,-1,-7,-2,-7,-1,-7,-2,-7,-2,-6,-4,-7,-4,-6,-4,-6,-4,-7,-5,-7,-6,-6,-6,-6,-7,-7,-8,-6,-8,-7,-9,-7,-10,-7,-10,-8,-11,-8,-10,-8,-10,-8,-10,-9,-10,-9,-9,-9,-10,-9,-9,-9,-9,-10,-8,-10,-8,-9,-7,-10,-8,-9,-7,-9,-7,-10,-6,-8,-6,-9,-5,-8,-5,-8,-5,-9,-3,-9,-3,-8,-3,-8,-3,-8
CSI_DATA,1,7625,18:25.7,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79471504,0,44,0,104,0,7,0,7,-1,7,-1,7,-1,7,-2,6,-2,6,-2,6,-3,6,-3,6,-3,6,-4,5,-4,6,-4,5,-5,5,-5,5,-6,3,-6,4,-6,3,-7,4,-7,3,-8,3,-8,3,-8,3,-10,3,-10,3,-10,2,-11,3,-12,3,-12,3,-12,4,-12,4,-12,4,-12,5,-11,4,-12,5,-11,5,-11,6,-11,5,-11,6,-9,6,-9,6,-9,6,-9,5,-8,5,-7,5,-7,6,-7,6,-6,6,-5,6,-5,6,-4,5,-4
CSI_DATA,1,7626,18:25.7,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79479977,0,44,0,104,0,-8,-3,-8,-2,-9,-2,-9,-2,-9,-1,-8,-1,-8,-1,-8,-1,-8,0,-8,1,-8,1,-8,1,-8,2,-8,2,-8,3,-7,4,-7,4,-6,4,-7,5,-7,5,-7,5,-6,6,-6,6,-6,8,-7,8,-7,8,-7,9,-8,9,-7,10,-7,10,-8,9,-8,9,-8,9,-8,9,-9,9,-9,8,-9,8,-9,8,-9,7,-9,6,-9,6,-9,5,-8,6,-8,5,-8,4,-8,4,-8,3,-8,3,-8,3,-7,3,-7,1,-7,1
CSI_DATA,1,7627,18:25.7,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79489983,0,44,0,104,0,6,-6,6,-6,5,-7,6,-7,5,-7,5,-6,4,-7,4,-7,3,-7,3,-7,3,-8,3,-8,3,-8,2,-8,2,-8,1,-9,0,-8,0,-8,0,-8,-1,-9,-1,-9,-2,-9,-2,-10,-2,-10,-2,-10,-3,-10,-3,-11,-3,-12,-3,-12,-3,-12,-2,-12,-2,-12,-2,-12,-1,-12,-2,-12,-1,-12,0,-12,1,-12,1,-11,1,-10,1,-10,1,-10,2,-10,1,-9,1,-9,1,-8,2,-8,2,-8,3,-7,3,-7,3,-6,3,-5
CSI_DATA,1,7628,18:25.7,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79501011,0,44,0,104,0,-9,3,-9,4,-8,4,-9,3,-8,3,-8,4,-8,4,-7,4,-7,4,-7,4,-7,5,-6,6,-6,5,-5,5,-6,6,-5,6,-4,7,-4,6,-4,7,-4,8,-4,8,-3,8,-3,8,-3,9,-3,10,-3,10,-2,10,-3,11,-3,11,-2,10,-4,11,-4,11,-4,11,-5,10,-4,10,-4,9,-5,10,-5,9,-6,9,-6,8,-6,7,-6,8,-6,8,-6,6,-5,6,-5,5,-6,5,-6,5,-6,4,-6,4,-6,3,-6,3
CSI_DATA,1,7629,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79510899,0,44,0,104,0,-9,4,-9,4,-8,5,-9,5,-8,4,-8,4,-8,5,-7,5,-7,5,-6,5,-6,6,-6,6,-6,6,-5,6,-5,6,-4,7,-4,7,-4,7,-3,8,-4,8,-3,8,-3,8,-3,8,-3,9,-3,9,-3,10,-2,11,-3,11,-3,11,-2,11,-4,10,-4,10,-4,10,-5,10,-4,10,-5,9,-5,10,-6,9,-6,9,-6,8,-5,7,-6,7,-6,7,-5,6,-6,5,-5,5,-6,4,-6,4,-6,4,-6,3,-6,3,-5,2
CSI_DATA,1,7630,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79519968,0,44,0,104,0,5,-9,4,-9,4,-9,4,-9,4,-9,4,-8,3,-9,3,-9,3,-9,2,-9,2,-9,1,-9,1,-9,0,-9,0,-8,-1,-9,-1,-9,-1,-9,-1,-9,-2,-9,-2,-10,-2,-10,-3,-10,-3,-10,-3,-11,-3,-11,-4,-11,-3,-12,-3,-12,-4,-12,-2,-11,-2,-12,-2,-12,-1,-12,-2,-12,-1,-11,0,-12,0,-11,1,-10,1,-10,1,-10,1,-10,2,-9,1,-9,2,-8,1,-8,2,-7,3,-7,3,-6,3,-6,3,-6,3,-5
CSI_DATA,1,7631,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79530789,0,44,0,104,0,-2,-12,-2,-11,-3,-11,-3,-11,-3,-11,-3,-11,-4,-11,-3,-10,-4,-10,-4,-9,-4,-10,-5,-9,-5,-9,-6,-8,-5,-8,-7,-9,-6,-8,-7,-8,-7,-7,-8,-8,-7,-8,-8,-7,-8,-8,-9,-8,-9,-8,-9,-8,-10,-8,-11,-9,-10,-9,-10,-9,-9,-9,-9,-9,-9,-9,-8,-9,-9,-10,-8,-10,-8,-11,-6,-10,-6,-10,-5,-10,-5,-9,-5,-10,-4,-9,-4,-9,-3,-9,-3,-8,-3,-8,-2,-8,-2,-7,-1,-7,0,-7,0,-6
CSI_DATA,1,7632,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79539950,0,44,0,104,0,-10,5,-10,5,-10,5,-10,6,-10,5,-10,5,-9,6,-8,6,-8,6,-8,6,-8,7,-7,7,-7,7,-6,7,-6,7,-5,8,-5,9,-5,8,-5,8,-5,9,-5,9,-4,10,-4,9,-4,11,-4,11,-4,11,-3,11,-5,12,-5,12,-4,12,-5,12,-6,12,-6,11,-6,11,-5,10,-6,10,-6,10,-7,10,-7,9,-7,8,-6,7,-7,7,-7,7,-6,6,-6,5,-6,5,-6,4,-7,4,-7,4,-6,3,-6,3,-6,2
CSI_DATA,1,7633,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79549962,0,44,0,104,0,2,-11,2,-11,2,-11,2,-11,2,-11,2,-11,1,-11,1,-10,0,-10,0,-10,0,-11,-1,-11,-1,-10,-1,-10,-1,-10,-3,-11,-3,-10,-3,-10,-3,-10,-4,-10,-3,-11,-5,-10,-5,-11,-5,-11,-5,-11,-5,-11,-6,-12,-5,-13,-6,-12,-6,-12,-5,-12,-5,-13,-4,-12,-3,-12,-4,-12,-3,-13,-3,-13,-1,-12,-2,-12,-1,-11,-1,-11,-1,-11,0,-10,0,-10,0,-9,0,-8,1,-8,2,-8,1,-8,2,-7,2,-6,2,-6
CSI_DATA,1,7634,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79574140,0,44,0,104,0,-9,-4,-9,-4,-10,-3,-10,-4,-10,-3,-9,-3,-10,-3,-9,-3,-9,-2,-10,-2,-10,-2,-10,-1,-10,-1,-10,0,-10,0,-11,1,-10,1,-10,1,-10,2,-11,2,-11,2,-11,3,-11,2,-12,4,-12,3,-12,4,-12,3,-14,4,-13,4,-13,4,-13,3,-13,2,-13,2,-13,2,-12,2,-13,1,-13,0,-12,0,-12,0,-11,0,-11,-1,-11,-1,-11,-1,-10,-1,-9,-2,-9,-2,-9,-3,-8,-3,-8,-3,-7,-3,-6,-4,-6,-4
CSI_DATA,1,7635,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79574637,0,44,0,104,0,6,7,6,6,8,6,7,6,8,6,7,6,7,6,7,5,8,5,8,4,8,4,8,4,8,3,9,3,8,3,9,1,9,1,9,1,10,1,10,1,10,1,11,-1,10,0,12,-1,12,0,12,0,13,-1,13,-1,13,-1,13,-1,12,0,13,0,13,0,12,1,12,1,12,2,12,2,11,2,11,2,10,2,10,2,10,3,10,3,8,3,8,3,8,3,7,4,7,3,6,4,6,3,5,4,4,4
CSI_DATA,1,7636,18:25.8,8,move,1a:00:00:00:00:00,-43,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79579950,0,44,0,104,0,1,-10,1,-11,1,-10,1,-11,0,-10,0,-10,0,-11,0,-10,0,-10,-1,-10,-2,-11,-2,-10,-2,-10,-3,-10,-3,-10,-4,-10,-5,-10,-5,-9,-5,-10,-5,-10,-5,-10,-6,-10,-6,-10,-8,-11,-8,-11,-8,-11,-8,-11,-8,-12,-8,-12,-9,-11,-7,-12,-6,-13,-6,-12,-6,-12,-6,-12,-6,-12,-6,-12,-4,-12,-4,-11,-4,-11,-4,-11,-4,-11,-3,-11,-3,-10,-2,-10,-2,-9,-2,-9,-1,-9,0,-9,0,-8,0,-8,1,-7
CSI_DATA,1,7637,18:25.8,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79590786,0,44,0,104,0,1,-10,0,-10,0,-10,-1,-11,-1,-10,-1,-11,-2,-11,-1,-10,-2,-10,-2,-10,-3,-10,-4,-10,-4,-10,-4,-10,-4,-10,-5,-9,-6,-10,-6,-9,-7,-9,-7,-9,-7,-9,-8,-10,-7,-9,-9,-10,-9,-10,-9,-11,-10,-11,-10,-11,-10,-12,-10,-11,-9,-12,-9,-12,-8,-12,-8,-12,-8,-12,-7,-11,-7,-12,-6,-12,-6,-12,-6,-12,-5,-11,-5,-11,-5,-11,-4,-11,-4,-10,-3,-9,-3,-9,-2,-9,-1,-9,-1,-9,0,-8,0,-8
CSI_DATA,1,7638,18:25.8,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79601062,0,44,0,104,0,4,7,5,7,5,7,5,7,6,6,5,6,6,6,6,6,6,6,7,5,7,5,8,4,8,4,8,4,8,3,9,3,9,2,9,2,10,1,10,2,10,2,11,1,11,1,13,0,13,1,13,0,13,0,14,1,14,1,14,0,14,1,14,2,14,2,13,2,14,2,13,3,13,3,12,3,12,3,11,4,11,4,11,4,11,4,10,4,9,4,9,4,8,4,8,5,7,5,7,5,6,5,5,5
CSI_DATA,1,7639,18:25.9,8,move,1a:00:00:00:00:00,-45,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79610242,0,44,0,104,0,8,-3,8,-4,8,-4,8,-4,8,-4,8,-4,7,-5,7,-5,7,-6,7,-6,7,-7,6,-7,6,-7,6,-8,6,-8,5,-9,5,-10,4,-9,4,-10,4,-11,4,-11,4,-12,4,-11,3,-13,4,-14,4,-14,4,-14,4,-15,4,-16,4,-15,5,-14,6,-15,6,-14,6,-14,6,-14,6,-13,7,-14,6,-13,6,-12,7,-12,7,-11,7,-11,6,-11,6,-10,7,-9,6,-8,7,-8,7,-8,7,-7,7,-7,7,-6,7,-5
CSI_DATA,1,7640,18:25.9,8,move,1a:00:00:00:00:00,-46,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79619965,0,44,0,104,0,-7,2,-7,3,-7,4,-7,4,-7,4,-7,4,-7,4,-6,5,-6,5,-6,5,-6,6,-5,6,-5,7,-5,7,-5,7,-4,8,-4,8,-3,9,-3,9,-3,10,-3,10,-3,11,-3,11,-2,12,-2,12,-2,13,-2,13,-3,14,-3,15,-2,14,-3,14,-4,14,-4,14,-4,13,-4,13,-5,13,-5,13,-5,13,-5,12,-5,11,-6,11,-6,11,-5,11,-6,10,-6,9,-6,9,-6,8,-6,8,-6,8,-6,7,-7,6,-7,5
CSI_DATA,1,7641,18:25.9,8,move,1a:00:00:00:00:00,-47,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79630776,0,44,0,104,0,-4,3,-4,4,-3,4,-3,4,-3,5,-3,5,-2,5,-2,5,-2,6,-1,6,-1,6,0,7,0,7,1,7,1,7,2,7,3,7,3,7,4,8,4,8,4,9,5,9,6,9,7,10,7,10,8,10,8,11,9,12,9,12,9,12,8,12,8,13,8,13,7,13,8,13,7,13,7,14,7,13,7,13,6,12,5,12,5,12,6,12,5,11,4,11,4,10,3,11,3,11,3,10,3,10,1,10,1,9
CSI_DATA,1,7642,18:25.9,8,move,1a:00:00:00:00:00,-48,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79639973,0,44,0,104,0,-2,2,-2,3,-2,3,-1,3,-1,3,-1,3,0,3,0,3,1,3,1,3,2,3,3,3,3,3,3,3,4,2,5,2,5,1,6,1,6,1,7,1,8,1,8,0,9,0,10,-1,11,0,11,-1,12,-2,14,-2,14,-2,14,-2,14,-1,15,-1,15,-1,15,-1,15,-2,15,-1,15,0,15,0,14,0,14,0,14,0,13,0,14,0,12,0,12,0,11,0,11,0,11,1,11,1,11,1,10,2,9,2
CSI_DATA,1,7643,18:25.9,8,move,1a:00:00:00:00:00,-47,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79651481,0,44,0,104,0,-5,5,-4,5,-2,5,-3,5,-2,5,-2,5,-1,5,-1,5,0,5,0,4,1,5,1,4,2,4,2,3,2,3,4,3,4,3,5,3,5,2,6,2,7,2,7,1,8,1,9,1,10,1,10,1,12,1,13,0,13,0,13,1,13,1,13,2,14,2,13,2,14,2,14,2,14,3,13,4,13,4,12,3,12,4,12,4,12,4,11,4,11,4,10,4,10,5,9,4,9,5,8,5,7,6,7,5
CSI_DATA,1,7644,18:25.9,8,move,1a:00:00:00:00:00,-46,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79661868,0,44,0,104,0,6,-5,6,-5,5,-5,5,-5,5,-5,4,-6,4,-5,3,-6,3,-6,2,-6,2,-6,1,-6,1,-6,0,-6,0,-6,-1,-7,-2,-6,-2,-6,-3,-6,-3,-6,-4,-6,-5,-6,-5,-7,-7,-6,-7,-7,-8,-7,-8,-8,-8,-9,-9,-9,-10,-9,-9,-9,-9,-10,-8,-10,-8,-11,-9,-10,-9,-11,-9,-11,-8,-11,-8,-11,-7,-11,-7,-11,-7,-12,-6,-11,-6,-10,-5,-10,-4,-10,-4,-11,-3,-10,-3,-10,-3,-10,-2,-10,-2,-9
CSI_DATA,1,7645,18:25.9,8,move,1a:00:00:00:00:00,-44,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79669966,0,44,0,104,0,-4,7,-4,7,-3,7,-3,7,-3,7,-2,7,-2,7,-1,6,-1,6,0,6,0,6,1,6,1,6,2,5,2,5,3,5,3,4,4,4,4,4,4,4,5,4,5,3,6,3,7,3,7,3,8,3,9,3,10,3,10,3,10,3,10,4,10,4,10,4,10,4,10,5,9,5,10,6,9,6,9,6,9,6,9,6,9,6,8,6,8,6,7,6,7,6,6,6,6,6,5,6,5,6,4,7,4,7
CSI_DATA,1,7646,18:25.9,8,move,1a:00:00:00:00:00,-42,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79690099,0,44,0,104,0,-9,4,-9,4,-8,4,-9,4,-8,4,-7,4,-7,5,-6,5,-6,5,-6,5,-6,5,-5,5,-5,6,-5,6,-4,6,-3,7,-3,7,-2,7,-2,7,-2,7,-2,7,-1,8,-1,8,-1,8,-1,9,0,9,0,10,0,10,0,11,0,11,-1,10,-1,11,-1,11,-1,11,-1,11,-2,11,-2,11,-3,10,-3,10,-3,10,-3,9,-3,10,-4,10,-4,8,-4,8,-4,8,-4,7,-5,7,-5,6,-5,6,-5,5,-5,5
CSI_DATA,1,7647,18:25.9,8,move,1a:00:00:00:00:00,-41,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79699975,0,44,0,104,0,-7,7,-7,7,-6,7,-6,7,-6,6,-6,7,-5,7,-5,6,-5,6,-4,6,-4,7,-3,7,-3,7,-2,7,-2,7,-2,7,-1,7,-1,7,0,7,-1,7,0,7,0,7,1,7,1,8,1,8,2,9,2,9,1,10,2,10,2,10,1,10,0,10,1,10,0,10,0,10,0,10,0,10,-1,10,-1,10,-2,9,-2,9,-2,9,-2,9,-2,8,-3,8,-3,7,-3,7,-4,6,-4,6,-4,6,-4,5,-4,5
CSI_DATA,1,7648,18:26.0,8,move,1a:00:00:00:00:00,-40,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79709967,0,44,0,104,0,-4,-10,-4,-10,-5,-9,-5,-9,-5,-9,-4,-9,-5,-9,-5,-8,-5,-8,-6,-7,-6,-7,-6,-7,-7,-7,-7,-6,-6,-6,-7,-6,-7,-5,-7,-5,-8,-4,-8,-4,-8,-4,-9,-4,-8,-4,-10,-4,-10,-3,-10,-4,-10,-4,-11,-4,-11,-4,-11,-4,-10,-5,-11,-5,-11,-5,-10,-5,-10,-5,-10,-6,-10,-6,-9,-6,-9,-6,-8,-6,-8,-7,-8,-7,-8,-6,-7,-7,-6,-7,-6,-7,-5,-7,-5,-6,-5,-7,-4,-7,-3,-7,-3,-6
CSI_DATA,1,7649,18:26.0,8,move,1a:00:00:00:00:00,-40,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79719969,0,44,0,104,0,9,3,9,3,10,2,10,3,9,2,8,2,9,1,8,1,8,0,8,0,8,0,8,-1,8,-1,8,-1,8,-1,8,-2,8,-3,7,-3,7,-3,8,-3,8,-3,8,-4,7,-4,8,-5,8,-5,8,-5,8,-6,9,-5,9,-5,9,-5,9,-5,9,-5,9,-5,9,-4,9,-4,9,-3,10,-3,9,-3,9,-3,9,-2,8,-2,9,-1,9,-1,8,-1,7,0,7,0,7,0,7,1,7,1,6,1,5,2,5,2
CSI_DATA,1,7650,18:26.0,8,move,1a:00:00:00:00:00,-40,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79730423,0,44,0,104,0,4,-10,4,-10,4,-10,4,-10,3,-9,3,-10,3,-10,2,-9,2,-9,1,-9,1,-9,0,-9,0,-9,0,-9,0,-8,-1,-9,-1,-9,-1,-8,-2,-9,-2,-9,-2,-9,-3,-9,-3,-9,-4,-9,-4,-9,-4,-10,-4,-10,-4,-10,-4,-11,-4,-10,-4,-10,-3,-11,-3,-10,-3,-10,-3,-10,-2,-11,-2,-11,-1,-10,-1,-10,-1,-10,-1,-9,0,-10,0,-9,0,-9,0,-8,0,-8,1,-8,1,-7,2,-7,2,-6,2,-6,2,-6
CSI_DATA,1,7651,18:26.0,8,move,1a:00:00:00:00:00,-40,11,1,0,1,1,1,0,0,0,1,-97,0,11,2,79741183,0,44,0,104,0,-10,-6,-10,-5,-11,-5,-11,-5,-10,-4,-10,-4,-10,-4,-9,-4,-10,-3,-10,-3,-10,-2,-10,-2,-10,-2,-10,-1,-9,-1,-10,0,-10,0,-9,0,-9,0,-10,1,-9,0,-10,1,-9,1,-10,2,-11,2,-10,2,-10,2,-11,2,-11,2,-11,2,-11,1,-11,1,-11,1,-11,0,-11,0,-10,0,-11,0,-10,-1,-10,-1,-10,-1,-9,-2,-10,-2,-9,-2,-8,-2,-8,-3,-7,-3,-7,-3,-7,-3,-7,-4,-6,-4,-5,-4,-4,-4
